POSICAO_RANKING,IBGE,UF,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,QTD_UBS,UBS_POR_10MIL,DADO_UBS_AUSENTE,QTD_LEITOS_SUS,LEITOS_SUS_POR_10MIL,DEFICIT_UBS,DEFICIT_LEITOS,IPIS,FAIXA_IPIS
5232,170730,TO,Dueré,4304.0,2.0,4.646840148698884,False,16.0,37.174721189591075,45.77835478249291,10.43422436990528,28.106289576199096,Baixa prioridade
5233,220300,PI,Cristalândia do Piauí,7431.0,4.0,5.382855604898399,False,25.0,33.642847530614986,37.190159866464654,18.943635969265642,28.06689791786515,Baixa prioridade
5234,292270,BA,Nova Canaã,13970.0,10.0,7.158196134574087,False,35.0,25.053686471009307,16.4746023564243,39.63766803454961,28.056135195486956,Baixa prioridade
5235,420530,SC,Faxinal dos Guedes,11537.0,7.0,6.067435208459739,False,35.0,30.337176042298694,29.20214409668658,26.908054298574854,28.055099197630717,Baixa prioridade
5236,353260,SP,Nhandeara,9915.0,5.0,5.0428643469490675,False,35.0,35.300050428643466,41.15734719713804,14.950904936223736,28.054126066680887,Baixa prioridade
5237,261210,PE,Salgadinho,5478.0,8.0,14.603870025556773,False,10.0,18.254837531945967,0.0,56.01826643940219,28.009133219701095,Baixa prioridade
5238,352450,SP,Jaci,7944.0,3.0,3.7764350453172204,False,173.0,217.7744209466264,55.93467503471478,0.0,27.96733751735739,Baixa prioridade
5239,220310,PI,Cristino Castro,10801.0,9.0,8.332561799833348,False,21.0,19.44264419961115,2.771518880411321,53.156460833774176,27.96398985709275,Baixa prioridade
5240,260860,PE,Lagoa do Ouro,12367.0,6.0,4.851621250101076,False,45.0,36.38715937575807,43.388866899939224,12.331712298674162,27.860289599306693,Baixa prioridade
5241,432026,RS,Segredo,6098.0,3.0,4.919645785503444,False,22.0,36.077402427025255,42.595122741189606,13.078015713528941,27.836569227359274,Baixa prioridade
5242,230900,CE,Mucambo,13999.0,7.0,5.0003571683691685,False,50.0,35.71683691692264,41.65334212754291,13.946733179171801,27.800037653357357,Baixa prioridade
5243,312080,MG,Cruzília,15831.0,7.0,4.421704251152802,False,61.0,38.53199418861727,48.40535256417618,7.1641202505069685,27.784736407341573,Baixa prioridade
5244,220140,PI,Barro Duro,6731.0,4.0,5.942653394740752,False,21.0,31.198930322388946,30.6581604468428,24.831813024156133,27.744986735499467,Baixa prioridade
5245,412420,PR,Santo Antônio do Caiuá,2474.0,1.0,4.042037186742117,False,10.0,40.42037186742118,52.835496965208065,2.614415341570407,27.724956153389236,Baixa prioridade
5246,431643,RS,Saldanha Marinho,2619.0,1.0,3.8182512409316534,False,14.0,53.45551737304314,55.44674283769558,0.0,27.72337141884779,Baixa prioridade
5247,521170,GO,Jandaia,6365.0,5.0,7.855459544383347,False,14.0,21.99528672427337,8.338585618165524,47.00632976858811,27.672457693376817,Baixa prioridade
5248,432030,RS,Selbach,5222.0,2.0,3.8299502106472616,False,33.0,63.19417847567982,55.31023343237255,0.0,27.655116716186274,Baixa prioridade
5249,270230,AL,Coruripe,51784.0,20.0,3.8621968175498225,False,480.0,92.69272362119574,54.93396396258486,0.0,27.46698198129243,Baixa prioridade
5250,211030,MA,Santo Antônio dos Lopes,14628.0,12.0,8.203445447087777,False,30.0,20.50861361771944,4.278112790750399,50.58820007281486,27.433156431782628,Baixa prioridade
5251,240910,RN,Passa e Fica,11407.0,8.0,7.013237485754361,False,30.0,26.299640571578855,18.166052067624946,36.635766692832085,27.400909380228516,Baixa prioridade
5252,520480,GO,Campo Alegre de Goiás,7807.0,6.0,7.685410529012425,False,18.0,23.056231587037274,10.32280222256287,44.450174766117755,27.386488494340313,Baixa prioridade
5253,291905,BA,Lajedo do Tabocal,7683.0,4.0,5.206299622543278,False,27.0,35.14252245216712,39.250303002433796,15.330440140390749,27.290371571412273,Baixa prioridade
5254,171420,TO,Natividade,8956.0,6.0,6.699419383653416,False,25.0,27.914247431889233,21.827837980297943,32.7456631183132,27.286750549305573,Baixa prioridade
5255,330620,RJ,Vassouras,35907.0,14.0,3.898961205336007,False,392.0,109.1709137494082,54.50497877536263,0.0,27.252489387681315,Baixa prioridade
5256,431510,RS,Porto Xavier,10127.0,5.0,4.937296336526119,False,37.0,36.53599289029327,42.38916732098584,11.973124830025412,27.181146075505627,Baixa prioridade
5257,251335,PB,Santa Inês,3256.0,2.0,6.142506142506142,False,10.0,30.71253071253071,28.326179049093824,26.003705023048283,27.164942036071054,Baixa prioridade
5258,316280,MG,São João Evangelista,15613.0,10.0,6.404918977774932,False,46.0,29.462627297764683,25.264215392253078,29.015121523935676,27.139668458094377,Baixa prioridade
5259,421100,SC,Mondaí,10206.0,4.0,3.9192631785224377,False,54.0,52.910052910052904,54.26808524080922,0.0,27.13404262040461,Baixa prioridade
5260,251660,PB,Tavares,14473.0,9.0,6.218475782491535,False,44.0,30.401437158847507,27.439727453003698,26.753228746092645,27.09647809954817,Baixa prioridade
5261,510680,MT,Porto dos Gaúchos,5705.0,3.0,5.258545135845749,False,20.0,35.056967572305,38.64067633230049,15.536569169165702,27.088622750733094,Baixa prioridade
5262,521630,GO,Paranaiguara,7356.0,3.0,4.078303425774878,False,30.0,40.783034257748774,52.41232442574418,1.7406458217965763,27.07648512377038,Baixa prioridade
5263,510130,MT,Arenápolis,10769.0,5.0,4.6429566347850315,False,41.0,38.07224440523726,45.82366955702698,8.271804306405912,27.047736931716447,Baixa prioridade
5264,421875,SC,Tunápolis,5081.0,2.0,3.93623302499508,False,47.0,92.50147608738436,54.070072620320694,0.0,27.035036310160347,Baixa prioridade
5265,431620,RS,Rondinha,5078.0,2.0,3.9385584875935407,False,22.0,43.32414336352895,54.04293796452333,0.0,27.021468982261666,Baixa prioridade
5266,521925,GO,Santa Fé de Goiás,5047.0,2.0,3.9627501486031305,False,21.0,41.60887656033287,53.760657615187135,0.0,26.880328807593568,Baixa prioridade
5267,520340,GO,Bom Jardim de Goiás,7775.0,5.0,6.430868167202573,False,23.0,29.581993569131832,24.961427325996596,28.72753005486868,26.844478690432638,Baixa prioridade
5268,231123,CE,Potiretama,6128.0,5.0,8.159268929503916,False,13.0,21.214099216710185,4.793586400069145,48.88845995782616,26.84102317894765,Baixa prioridade
5269,520520,GO,Caturaí,5352.0,3.0,5.605381165919282,False,18.0,33.6322869955157,34.59362079143763,18.969079670979312,26.78135023120847,Baixa prioridade
5270,291990,BA,Macururé,7435.0,5.0,6.724949562878279,False,21.0,28.244788164088767,21.529939133775883,31.949284931485536,26.73961203263071,Baixa prioridade
5271,431980,RS,São Vicente do Sul,8257.0,5.0,6.055468087683178,False,26.0,31.488434055952524,29.341782422141648,24.134306072800953,26.7380442474713,Baixa prioridade
5272,521385,GO,Morro Agudo de Goiás,2505.0,1.0,3.992015968063872,False,19.0,75.84830339321357,53.41916945785419,0.0,26.709584728927094,Baixa prioridade
5273,240010,RN,Acari,10855.0,6.0,5.527406725011516,False,37.0,34.08567480423768,35.503465403182716,17.8767236438201,26.690094523501408,Baixa prioridade
5274,410090,PR,Amaporã,4688.0,3.0,6.399317406143345,False,14.0,29.863481228668945,25.329577319917703,28.04933638589233,26.689456852905018,Baixa prioridade
5275,411030,PR,Inajá,2481.0,1.0,4.030632809351069,False,11.0,44.336960902861755,52.96856892056619,0.0,26.484284460283096,Baixa prioridade
5276,521580,GO,Palmelo,2266.0,1.0,4.41306266548985,False,9.0,39.717563989408646,48.50618688964021,4.307703971553707,26.40694543059696,Baixa prioridade
5277,311330,MG,Carangola,32134.0,13.0,4.045559220763055,False,181.0,56.326632227547144,52.79440011809988,0.0,26.39720005904994,Baixa prioridade
5278,210010,MA,Afonso Cunha,6303.0,3.0,4.75963826749167,False,24.0,38.07710613993336,44.462170153224534,8.260090834857763,26.36113049404115,Baixa prioridade
5279,293340,BA,Wagner,9866.0,4.0,4.054327995134806,False,43.0,43.584025947699175,52.69208169143512,0.0,26.34604084571756,Baixa prioridade
5280,432020,RS,Seberi,12325.0,5.0,4.056795131845842,False,58.0,47.05882352941176,52.663293911531326,0.0,26.331646955765663,Baixa prioridade
5281,412400,PR,Santana do Itararé,5646.0,3.0,5.313496280552603,False,20.0,35.423308537017355,37.999479007398904,14.653936788893091,26.326707898145997,Baixa prioridade
5282,314290,MG,Monte Azul,20497.0,16.0,7.806020393228277,False,48.0,23.41806117968483,8.915466257052046,43.57841172192111,26.246938989486576,Baixa prioridade
5283,420900,SC,Joaçaba,31809.0,13.0,4.086893646452261,False,241.0,75.76472067653809,52.31208945251412,0.0,26.15604472625706,Baixa prioridade
5284,260740,PE,Itacuruba,4491.0,3.0,6.680026720106881,False,13.0,28.946782453796484,22.05412123709067,30.257956495559725,26.156038866325197,Baixa prioridade
5285,316840,MG,Tarumirim,15104.0,9.0,5.958686440677966,False,49.0,32.44173728813559,30.471078881575906,21.837494135309953,26.15428650844293,Baixa prioridade
5286,293110,BA,Tanquinho,7991.0,6.0,7.5084470028782375,False,20.0,25.028156676260792,12.387700782323662,39.69917746340763,26.043439122865646,Baixa prioridade
5287,220100,PI,Arraial,4517.0,4.0,8.855435023245517,False,9.0,19.924728802302415,0.0,51.99496506520715,25.997482532603573,Baixa prioridade
5288,290970,BA,Cristópolis,14549.0,6.0,4.123994776273284,False,70.0,48.11327238985497,51.879174991514766,0.0,25.939587495757383,Baixa prioridade
5289,317170,MG,Virgínia,9164.0,4.0,4.364906154517678,False,37.0,40.37538192928852,49.06810104405269,2.7228104707188123,25.89545575738575,Baixa prioridade
5290,260180,PE,Betânia,11961.0,12.0,10.032605969400551,False,24.0,20.065211938801102,0.0,51.656496324062246,25.828248162031123,Baixa prioridade
5291,510628,MT,Novo São Joaquim,7239.0,3.0,4.144218814753419,False,33.0,45.586406962287604,51.64319083792985,0.0,25.821595418964925,Baixa prioridade
5292,240930,RN,Patu,11215.0,6.0,5.349977708426215,False,40.0,35.666518056174766,37.573795537364994,14.067967384768693,25.820881461066843,Baixa prioridade
5293,220400,PI,Francinópolis,4481.0,4.0,8.926578888640929,False,9.0,20.08480249944209,0.0,51.60929640694949,25.804648203474745,Baixa prioridade
5294,315170,MG,Poço Fundo,16824.0,7.0,4.160722776985259,False,74.0,43.98478364241559,51.45061438679702,0.0,25.72530719339851,Baixa prioridade
5295,292460,BA,Pindobaçu,19601.0,13.0,6.63231467782256,False,58.0,29.590327024131422,22.610849109485315,28.707452100365387,25.65915060492535,Baixa prioridade
5296,171250,TO,Marianópolis do Tocantins,4793.0,2.0,4.1727519298977676,False,35.0,73.02315877321094,51.310252239484555,0.0,25.655126119742278,Baixa prioridade
5297,211090,MA,São Francisco do Maranhão,12360.0,12.0,9.70873786407767,False,25.0,20.226537216828476,0.0,51.26781220773569,25.633906103867844,Baixa prioridade
5298,411550,PR,Marumbi,4780.0,2.0,4.184100418410042,False,21.0,43.93305439330544,51.17783242339947,0.0,25.588916211699736,Baixa prioridade
5299,430064,RS,Ametista do Sul,7826.0,4.0,5.111167901865576,False,29.0,37.05596728852543,40.36034729973152,10.720340443346672,25.540343871539097,Baixa prioridade
5300,220390,PI,Floriano,64393.0,27.0,4.193002344975386,False,281.0,43.63828366437346,51.07396031062332,0.0,25.53698015531166,Baixa prioridade
5301,293220,BA,Ubaitaba,17878.0,9.0,5.034120147667524,False,67.0,37.47622776596935,41.25937886941059,9.707798736928225,25.483588803169408,Baixa prioridade
5302,171660,TO,Peixe,9384.0,6.0,6.3938618925831205,False,29.0,30.90366581415175,25.39323496926133,25.543199521486684,25.468217245374007,Baixa prioridade
5303,221070,PI,Simões,14664.0,8.0,5.455537370430987,False,52.0,35.46099290780142,36.34207282701841,14.56314310462595,25.45260796582218,Baixa prioridade
5304,317160,MG,Virgem da Lapa,11774.0,7.0,5.945303210463734,False,39.0,33.123832172583654,30.627241077244193,20.194109721817256,25.410675399530724,Baixa prioridade
5305,261510,PE,Terezinha,6853.0,7.0,10.21450459652707,False,14.0,20.42900919305414,0.0,50.77999255465683,25.389996277328414,Baixa prioridade
5306,171575,TO,Palmeirópolis,7104.0,3.0,4.222972972972973,False,33.0,46.4527027027027,50.724248096252,0.0,25.362124048126,Baixa prioridade
5307,410775,PR,Figueira,8129.0,4.0,4.920654447041456,False,31.0,38.13507196457129,42.583353175999385,8.120432651081316,25.35189291354035,Baixa prioridade
5308,355440,SP,Terra Roxa,7965.0,4.0,5.021971123666039,False,30.0,37.66478342749529,41.401139732291135,9.253507930337193,25.327323831314164,Baixa prioridade
5309,431660,RS,Sananduva,16770.0,,,True,52.0,31.007751937984494,,25.29242280776596,25.29242280776596,Baixa prioridade
5310,420720,SC,Imaruí,12150.0,13.0,10.699588477366255,False,25.0,20.5761316872428,0.0,50.42552748046197,25.212763740230987,Baixa prioridade
5311,240970,RN,Pedro Avelino,6312.0,6.0,9.505703422053232,False,13.0,20.595690747782005,0.0,50.37840345715443,25.189201728577213,Baixa prioridade
5312,431260,RS,Muçum,4692.0,2.0,4.262574595055414,False,25.0,53.28218243819267,50.26215664617422,0.0,25.13107832308711,Baixa prioridade
5313,240790,RN,Monte das Gameleiras,2345.0,1.0,4.264392324093817,False,13.0,55.437100213219615,50.24094647843272,0.0,25.12047323921636,Baixa prioridade
5314,220740,PI,Palmeira do Piauí,5047.0,4.0,7.925500297206261,False,12.0,23.77650089161878,7.52131523037427,42.71481598297092,25.118065606672594,Baixa prioridade
5315,210110,MA,Axixá,12091.0,12.0,9.924737407989413,False,25.0,20.67653626664461,0.0,50.183620783029774,25.091810391514887,Baixa prioridade
5316,171320,TO,Miracema do Tocantins,18679.0,8.0,4.2828845227260555,False,83.0,44.43492692328284,50.0251702947373,0.0,25.01258514736865,Baixa prioridade
5317,520810,GO,Formoso,4662.0,2.0,4.29000429000429,False,25.0,53.625053625053624,49.94209330412902,0.0,24.97104665206451,Baixa prioridade
5318,431860,RS,São José do Ouro,6978.0,3.0,4.299226139294927,False,40.0,57.32301519059902,49.834488173656375,0.0,24.917244086828187,Baixa prioridade
5319,521390,GO,Mossâmedes,4626.0,2.0,4.323389537397319,False,20.0,43.2338953739732,49.55253760999773,0.0,24.776268804998864,Baixa prioridade
5320,420760,SC,Ipira,4622.0,2.0,4.327131112072696,False,26.0,56.25270445694505,49.508879053191144,0.0,24.754439526595572,Baixa prioridade
5321,250260,PB,Igaracy,5719.0,7.0,12.239902080783352,False,12.0,20.982689281342893,0.0,49.44600039623259,24.723000198116296,Baixa prioridade
5322,171700,TO,Pindorama do Tocantins,4599.0,2.0,4.348771472059143,False,20.0,43.48771472059143,49.25636855487051,0.0,24.628184277435256,Baixa prioridade
5323,316530,MG,São Vicente de Minas,6928.0,4.0,5.773672055427252,False,24.0,34.64203233256351,32.629918875245224,16.536280677267385,24.583099776256304,Baixa prioridade
5324,240940,RN,Pau dos Ferros,32123.0,14.0,4.3582479843103075,False,157.0,48.87463810976559,49.14579189013934,0.0,24.57289594506967,Baixa prioridade
5325,353700,SP,Pedregulho,15737.0,9.0,5.719006163817754,False,55.0,34.949482112219606,33.2677877249363,15.795535969546222,24.53166184724126,Baixa prioridade
5326,430845,RS,Fortaleza dos Valos,4569.0,2.0,4.377325454147516,False,21.0,45.961917268548916,48.92318647052954,0.0,24.46159323526477,Baixa prioridade
5327,320480,ES,São José do Calçado,11411.0,5.0,4.3817369205152925,False,97.0,85.00569625799666,48.871711283815934,0.0,24.435855641907967,Baixa prioridade
5328,520015,GO,Adelândia,2282.0,1.0,4.382120946538125,False,15.0,65.73181419807186,48.86723027691705,0.0,24.433615138458524,Baixa prioridade
5329,430020,RS,Ajuricaba,6843.0,3.0,4.384042086804033,False,39.0,56.992547128452436,48.84481345546897,0.0,24.422406727734487,Baixa prioridade
5330,292520,BA,Pojuca,33573.0,15.0,4.467875971763023,False,138.0,41.10445894021982,47.866597932233375,0.9662311101070458,24.41641452117021,Baixa prioridade
5331,431450,RS,Pinheiro Machado,11395.0,5.0,4.3878894251864855,False,52.0,45.63405002193945,48.79992079505253,0.0,24.399960397526264,Baixa prioridade
5332,150555,PA,Pau D'Arco,7354.0,5.0,6.799020940984499,False,22.0,29.915692140331792,20.66563740272281,27.923543625387467,24.294590514055137,Baixa prioridade
5333,110090,RO,Castanheiras,3450.0,2.0,5.797101449275362,False,12.0,34.78260869565217,32.35653303879694,16.19758732349399,24.277060181145465,Baixa prioridade
5334,150658,PA,Santa Maria das Barreiras,17065.0,11.0,6.445941986522121,False,54.0,31.64371520656314,24.785538494648236,23.760184189700794,24.272861342174515,Baixa prioridade
5335,510337,MT,Cotriguaçu,10030.0,6.0,5.982053838484546,False,34.0,33.898305084745765,30.198416445817386,18.32815713730345,24.263286791560418,Baixa prioridade
5336,351390,SP,Divinolândia,11305.0,5.0,4.422821760283061,False,186.0,164.52896948252985,48.39231291106798,0.0,24.19615645553399,Baixa prioridade
5337,261530,PE,Timbaúba,47312.0,33.0,6.974974636455867,False,138.0,29.16807575245181,18.612522050082774,29.72479026588654,24.168656157984657,Baixa prioridade
5338,412265,PR,Rosário do Ivaí,5484.0,3.0,5.470459518599562,False,20.0,36.46973012399708,36.167953770199524,12.132772996004817,24.15036338310217,Baixa prioridade
5339,420127,SC,Arabutã,4505.0,2.0,4.439511653718092,False,20.0,44.39511653718091,48.19756692205315,0.0,24.098783461026574,Baixa prioridade
5340,240090,RN,Antônio Martins,6730.0,3.0,4.457652303120357,False,33.0,49.03417533432392,47.98589278986244,0.0,23.99294639493122,Baixa prioridade
5341,260795,PE,Jaqueira,10440.0,7.0,6.704980842911877,False,32.0,30.65134099616858,21.762944103780953,26.15113059158473,23.957037347682842,Baixa prioridade
5342,210520,MA,Igarapé Grande,10461.0,6.0,5.735589331803842,False,37.0,35.369467546123694,33.07428706161441,14.783656930854349,23.92897199623438,Baixa prioridade
5343,431630,RS,Roque Gonzales,6693.0,3.0,4.482294935006724,False,34.0,50.79934259674287,47.69835028772958,0.0,23.84917514386479,Baixa prioridade
5344,270730,AL,Porto Calvo,24509.0,11.0,4.4881472112285286,False,148.0,60.38598066016566,47.630063014042676,0.0,23.815031507021338,Baixa prioridade
5345,231120,CE,Potengi,8854.0,6.0,6.77659814772984,False,27.0,30.494691664784277,20.927277722108457,26.528548859117024,23.72791329061274,Baixa prioridade
5346,520410,GO,Cachoeira Alta,11854.0,6.0,5.061582588155897,False,46.0,38.805466509195206,40.9389334361016,6.505238092897585,23.722085764499592,Baixa prioridade
5347,210910,MA,Presidente Dutra,46606.0,21.0,4.505857614899369,False,211.0,45.273140797322235,47.42340920333046,0.0,23.71170460166523,Baixa prioridade
5348,230360,CE,Catarina,9110.0,8.0,8.781558726673984,False,20.0,21.953896816684964,0.0,47.106051274433625,23.553025637216813,Baixa prioridade
5349,251630,PB,Sumé,17852.0,10.0,5.601613264620211,False,65.0,36.410486220031366,34.637586540401486,12.275510481054994,23.45654851072824,Baixa prioridade
5350,421330,SC,Ponte Alta,4390.0,2.0,4.555808656036446,False,36.0,82.00455580865605,46.84055557718667,0.0,23.420277788593335,Baixa prioridade
5351,312560,MG,Felisburgo,6575.0,3.0,4.562737642585551,False,50.0,76.04562737642586,46.759704711144366,0.0,23.379852355572183,Baixa prioridade
5352,521030,GO,Israelândia,2515.0,,,True,8.0,31.809145129224653,,23.361610673573026,23.361610673573026,Baixa prioridade
5353,221140,PI,Várzea Grande,4520.0,5.0,11.061946902654867,False,10.0,22.123893805309734,0.0,46.696474237841855,23.348237118920927,Baixa prioridade
5354,521010,GO,Ipameri,26223.0,12.0,4.576135453609427,False,115.0,43.85463143042367,46.603372379327176,0.0,23.301686189663588,Baixa prioridade
5355,150175,PA,Brejo Grande do Araguaia,6966.0,4.0,5.742176284811944,False,25.0,35.88860178007465,32.99742721327861,13.532896768247625,23.26516199076312,Baixa prioridade
5356,320313,ES,João Neiva,14295.0,12.0,8.394543546694647,False,33.0,23.08499475341028,2.048284987974597,44.380875112392395,23.214580050183496,Baixa prioridade
5357,353620,SP,Pariquera-Açu,19603.0,9.0,4.591134010100495,False,176.0,89.78217619752078,46.42836175214623,0.0,23.214180876073115,Baixa prioridade
5358,210800,MA,Pastos Bons,19266.0,14.0,7.266687428630749,False,55.0,28.547700612477943,15.208671903194542,31.219472103848673,23.214072003521608,Baixa prioridade
5359,230250,CE,Brejo Santo,54192.0,25.0,4.613227044582226,False,270.0,49.822852081488044,46.170569222359724,0.0,23.085284611179862,Baixa prioridade
5360,421160,SC,Nova Veneza,14004.0,8.0,5.712653527563553,False,51.0,36.41816623821765,33.34191344868593,12.257006864519454,22.79946015660269,Baixa prioridade
5361,220760,PI,Parnaguá,10282.0,7.0,6.808014005057381,False,32.0,31.122349737405173,20.560701852117603,25.016320110498413,22.788510981308008,Baixa prioridade
5362,314260,MG,Monsenhor Paulo,8565.0,4.0,4.670169293636894,False,40.0,46.70169293636894,45.506138700256734,0.0,22.753069350128367,Baixa prioridade
5363,420310,SC,Caibi,6441.0,4.0,6.2102158049992235,False,22.0,34.15618692749573,27.536108984272474,17.70683741982603,22.621473202049252,Baixa prioridade
5364,170610,TO,Cristalândia,6392.0,3.0,4.693366708385482,False,28.0,43.80475594493116,45.235459711479066,0.0,22.617729855739533,Baixa prioridade
5365,430003,RS,Aceguá,4251.0,2.0,4.704775346977182,False,34.0,79.9811808986121,45.102338034309454,0.0,22.551169017154727,Baixa prioridade
5366,240670,RN,Lajes,10094.0,7.0,6.934812760055479,False,31.0,30.711313651674264,19.08115082657747,26.00663731133743,22.54389406895745,Baixa prioridade
5367,290480,BA,Caatiba,6128.0,6.0,9.791122715404699,False,14.0,22.84595300261097,0.0,44.956803031505096,22.478401515752548,Baixa prioridade
5368,510820,MT,Torixoréu,4238.0,2.0,4.719207173194904,False,27.0,63.70929683813119,44.93394029821837,0.0,22.466970149109184,Baixa prioridade
5369,432140,RS,Tenente Portela,14820.0,7.0,4.723346828609986,False,121.0,81.64642375168691,44.88563673707646,0.0,22.44281836853823,Baixa prioridade
5370,330015,RJ,Aperibé,11426.0,8.0,7.0015753544547525,False,35.0,30.63189217573954,18.30213162396271,26.19798901126012,22.250060317611414,Baixa prioridade
5371,230720,CE,Jati,8114.0,4.0,4.929751047572097,False,33.0,40.6704461424698,42.47720951043862,2.0119065481450917,22.244558029291856,Baixa prioridade
5372,430710,RS,Herval,6302.0,3.0,4.760393525864805,False,34.0,53.95112662646779,44.453357422369756,0.0,22.226678711184878,Baixa prioridade
5373,510670,MT,Ponte Branca,2098.0,1.0,4.7664442326024785,False,17.0,81.02955195424214,44.3827547625952,0.0,22.1913773812976,Baixa prioridade
5374,221170,PI,Wall Ferraz,4195.0,2.0,4.767580452920143,False,19.0,45.29201430274136,44.369496778033245,0.0,22.184748389016622,Baixa prioridade
5375,320290,ES,Itarana,10975.0,7.0,6.378132118451026,False,37.0,33.712984054669704,25.576777808061323,18.774654683705435,22.17571624588338,Baixa prioridade
5376,522100,GO,Taquaral de Goiás,4180.0,2.0,4.784688995215311,False,25.0,59.80861244019139,44.16986578560992,0.0,22.08493289280496,Baixa prioridade
5377,432045,RS,Sério,2089.0,1.0,4.786979415988511,False,10.0,47.86979415988511,44.14314001528231,0.0,22.071570007641157,Baixa prioridade
5378,412430,PR,Santo Antônio do Paraíso,2088.0,1.0,4.7892720306513406,False,10.0,47.892720306513404,44.11638864555783,0.0,22.058194322778913,Baixa prioridade
5379,431780,RS,Santo Augusto,14196.0,7.0,4.930966469428008,False,58.0,40.85657931811778,42.46302736288201,1.5634522836899123,22.01323982328596,Baixa prioridade
5380,510775,MT,Salto do Céu,3657.0,2.0,5.468963631391851,False,14.0,38.28274541974296,36.18540852716693,7.764640135921056,21.97502433154399,Baixa prioridade
5381,250920,PB,Massaranduba,14756.0,9.0,6.099213879100027,False,52.0,35.23990241257793,28.831334740263117,15.095820716063628,21.963577728163372,Baixa prioridade
5382,311460,MG,Carrancas,4161.0,2.0,4.806536890170632,False,19.0,45.662100456621005,43.91493366590951,0.0,21.957466832954754,Baixa prioridade
5383,421725,SC,São Pedro de Alcântara,6175.0,3.0,4.858299595141701,False,108.0,174.8987854251012,43.31094064385006,0.0,21.65547032192503,Baixa prioridade
5384,314150,MG,Mendes Pimentel,5614.0,3.0,5.3437833986462415,False,22.0,39.18774492340577,37.646073828958706,5.584207306929002,21.615140567943854,Baixa prioridade
5385,250440,PB,Conceição,18731.0,13.0,6.940366237787624,False,59.0,31.49858523303614,19.016350082484735,24.109848645281446,21.56309936388309,Baixa prioridade
5386,313270,MG,Itambacuri,21210.0,12.0,5.657708628005658,False,80.0,37.71805752003772,33.98303790207906,9.125153627551228,21.554095764815145,Baixa prioridade
5387,221030,PI,São Julião,6131.0,3.0,4.893165878323274,False,29.0,47.30060349045832,42.90410348650697,0.0,21.452051743253485,Baixa prioridade
5388,312120,MG,Delfinópolis,8851.0,8.0,9.038526720144617,False,21.0,23.726132640379618,0.0,42.8361691860349,21.41808459301745,Baixa prioridade
5389,310270,MG,Cachoeira de Pajeú,9347.0,6.0,6.4191719268214396,False,32.0,34.23558360971435,25.097904884085636,17.515545455883668,21.306725169984652,Baixa prioridade
5390,210905,MA,Porto Rico do Maranhão,6092.0,3.0,4.924491135915955,False,28.0,45.961917268548916,42.53858477934573,0.0,21.269292389672867,Baixa prioridade
5391,230170,CE,Aurora,24244.0,12.0,4.949678270912391,False,105.0,43.309684870483416,42.24468874373439,0.0,21.122344371867197,Baixa prioridade
5392,410330,PR,Borrazópolis,7818.0,5.0,6.3954975697109235,False,27.0,34.53568687643899,25.374149073883814,16.79250084402942,21.083324958956617,Baixa prioridade
5393,411600,PR,Miraselva,2017.0,1.0,4.957858205255329,False,10.0,49.5785820525533,42.14924119579809,0.0,21.074620597899045,Baixa prioridade
5394,291855,BA,Jussari,6048.0,3.0,4.9603174603174605,False,37.0,61.17724867724868,42.12054538289917,0.0,21.060272691449583,Baixa prioridade
5395,210700,MA,Montes Altos,9306.0,6.0,6.447453255963894,False,32.0,34.386417365140765,24.767904250112664,17.152138768122143,20.960021509117404,Baixa prioridade
5396,240050,RN,Alexandria,14058.0,7.0,4.979371176554276,False,112.0,79.66993882486841,41.898217132129254,0.0,20.949108566064627,Baixa prioridade
5397,250370,PB,Cajazeiras,66585.0,43.0,6.457910940902606,False,229.0,34.39213035969062,24.64587877378935,17.138374339724194,20.89212655675677,Baixa prioridade
5398,500525,MS,Laguna Carapã,7037.0,5.0,7.105300554213443,False,22.0,31.26332243853915,17.0918143327588,24.676671851797565,20.884243092278183,Baixa prioridade
5399,430100,RS,Arroio do Meio,22523.0,,,True,74.0,32.855303467566486,,20.841081130725684,20.841081130725684,Baixa prioridade
5400,330590,RJ,Trajano de Moraes,10654.0,6.0,5.631687629059508,False,41.0,38.483198798573305,34.286663877562276,7.281683928635758,20.784173903099017,Baixa prioridade
5401,241000,RN,Pilões,2992.0,2.0,6.684491978609625,False,10.0,33.42245989304813,22.00201837695505,19.474620172140774,20.738319274547912,Baixa prioridade
5402,220060,PI,Angical do Piauí,6991.0,9.0,12.873694750393362,False,17.0,24.31697897296524,0.0,41.41263167552236,20.70631583776118,Baixa prioridade
5403,421003,SC,Luzerna,5951.0,3.0,5.04116955133591,False,58.0,97.4626113258276,41.17712291644667,0.0,20.588561458223335,Baixa prioridade
5404,260480,PE,Cortês,10426.0,8.0,7.673124880107424,False,30.0,28.774218300402836,10.466157292863784,30.673718651940888,20.569937972402336,Baixa prioridade
5405,240725,RN,Major Sales,4086.0,4.0,9.789525208027412,False,10.0,24.473813020068526,0.0,41.03476836883142,20.51738418441571,Baixa prioridade
5406,520050,GO,Aloândia,1977.0,1.0,5.058168942842691,False,14.0,70.81436519979768,40.97876554978489,0.0,20.489382774892444,Baixa prioridade
5407,510500,MT,Jauru,7881.0,4.0,5.075498033244512,False,33.0,41.87285877426722,40.77656109220897,0.0,20.388280546104486,Baixa prioridade
